animation department,art department,camera and electrical department,cast,casting department,costume department,distributors,editorial department,genres,imdb_id,movie_status_code,mpaa,music department,plot,plot outline,rating,title,visual effects,votes
,13.0,19.0,60.0,4.0,6.0,15.0,10.0,"[u'Horror', u'Thriller']",,True,"[u'Rated PG-13 for disturbing thematic content and behavior, violence and some language']",6.0,"[u'When three girls are kidnapped by a man with 23 different personalities they have to work out which of those personalities will help them escape and which of those personalities will try to stop them.', u'Though Kevin (James McAvoy) has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher (Betty Buckley), there remains one still submerged who is set to materialize and dominate all of the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him -- as well as everyone around him -- as the walls between his compartments shatter.', u""Kevin Wendell Crumb, a man with 23 different personalities, abducts three teenage girls in his basement for unknown reasons. As Kevin's therapist delves deeper into his mysterious disorder, the girls must find ways to escape before the last and sinister 24th personality reveals itself."", u'After a birthday party in a mall, the teenager Casey Cooke, Claire Benoit and Marcia are abducted by a man. Soon they learn that the man has DID (Dissociative Identity Disorder) with several personalities. His psychologist Dr. Karen Fletcher is aware of his personalities but does not suspect that he is the kidnapper of the three girls. Casey, who has been abused by her Uncle John since she was a kid, tries to manipulate the weakest personalities to escape. But the problem is that the strong personality The Beast is quite unleashed and is coming.', u'Three girls are kidnapped by a man with a diagnosed 23 distinct personalities, they must try to escape before the apparent emergence of a frightful new 24th.']","[u'Three girls are kidnapped by a man with a diagnosed 23 distinct personalities, they must try to escape before the apparent emergence of a frightful new 24th.']",7.4,[u'Split'],17.0,108683.0
100.0,237.0,162.0,121.0,12.0,76.0,37.0,47.0,"[u'Action', u'Adventure', u'Sci-Fi']",,True,"[u'Rated PG-13 for intense sequences of sci-fi violence and action, and for some language']",39.0,"[u'After stealing a mysterious orb in the far reaches of outer space, Peter Quill from Earth, is now the main target of a manhunt led by the villain known as Ronan the Accuser. To help fight Ronan and his team and save the galaxy from his power, Quill creates a team of space heroes known as the ""Guardians of the Galaxy"" to save the world.', u'After discovering a mysterious orb in another part of the galaxy, Peter Quill from Earth, is now the main target of a manhunt led by the genocidal villain Ronan the Accuser. Being hunted across the galaxy, Quill gets lumped together with a group of misfits that need to learn how to get along before they can become the ""Guardians of the Galaxy"".', u""In 1988, on Earth, the boy Peter Quill is abducted by a spacecraft after losing his, is a ravager searching a valuable orb on the surface of the dead planet Morag. When Peter finds the orb, he is hunted down by the Kree warship The Dark Aster of the powerful Ronan the Accuser but he flees. Peter also double crosses his partner Yondu Udonta that puts m. Peter Quill arrives on the Xandar city Nova Empire and is chased by Ronan's warrior Gamora and by the bounty hunters Rocket and The Groot. They are arrested by the police officer Corpsman Dey and his men and sent to the prison end the strong Drax. Soon they learn that Gamora wants to orb to a dealer for a huge amount while Drax wants to kill Ronan, who killed his wife and daughter. They plot a plan to escape from The Kyln to sell the orb and split the money. But soon they also learn that the orb keeps the infinity stone that gives immensurable destructive power to the owner. They self-proclaim Guardians of the Galaxy and decide to deliver the orb to the leader Nova Prime to keep it safe from Ronan. But they are hunted down by Ronan and his right-arm Nebula that want to destroy Xandar and also by Yondu Udonta and the Ravagers that want to sell the infinity stone to make lots of money. Who will keep the powerful orb?"", u""Kidnapped by aliens when he was young, Peter Quill now travels the galaxy salvaging anything of value for resale. When he comes across a silver orb however, he gets more than he's bargained for. The orb is highly desired many but by none so powerful as Ronan. When Ronan finally acquires it, it's left to Peter and his newfound friends Gamora, Drax, Groot and Rocket to stop him."", u'A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.']",[u'A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.'],8.1,[u'Guardians of the Galaxy'],1748.0,739987.0
29.0,132.0,235.0,188.0,12.0,67.0,31.0,35.0,"[u'Action', u'Adventure', u'Sci-Fi']",,True,"[u'Rated PG-13 for extended sequences of violence, action and mayhem']",48.0,"[u""With many people fearing the actions of super heroes, the government decides to push for the Hero Registration Act, a law that limits a hero's actions. This results in a division in The Avengers. Iron Man stands with this Act, claiming that their actions must be kept in check otherwise cities will continue to be destroyed, but Captain America feels that saving the world is daring enough and that they cannot rely on the government to protect the world. This escalates into an all-out war between Team Iron Man (Iron Man, Black Panther, Vision, Black Widow, War Machine, and Spider-Man) and Team Captain America (Captain America, Bucky Barnes, Falcon, Scarlet Witch, Hawkeye, and Ant Man) while a new villain emerges."", u""SPOILER: When politicians and world leaders think that people like Captain America and Iron Man are running amok, they tell them they need to be regulated. Tony Stark, Iron Man thinks it's necessary. While Steve Rogers, Captain America doesn't think so. That eventually splits their team, The Avengers. At a UN gathering where the regulations are being worked out, there's an explosion and some people are killed among them is the King of Wakanda. Investigation reveals that the bomb was planted by the Winter Soldier, who is Bucky Barnes, Captain America's friend during the war. Everyone is out to get Barnes and kill him if necessary but Steve wants to get to him first and help him. When he finds him he says he didn't plant the bomb, suddenly another person shows up who's out to get him dressed in black. When security forces catches up to them they are arrested and the one in black is revealed to be the son of the Wakandan King, T'Challa and he is the Black Panther the guardian of Wakanda. While in custody, a psychiatrist is sent to evaluate Bucky but suddenly the power goes out that's when he begins to say some words that have an effect on Bucky. He breaks out and Steve tries to get him. Believing that Bucky is innocent Steve sets out to find the man who got to him. Tony is told that because Steve helped Bucky he is now also wanted. He offers to bring him in so he asks War Machine ,and Black Widow to join him. He recruits someone to help him while Widow offers T'Challa to join them. Steve brings Falcon with him who gets Ant Man and Steve calls Hawkeye who gets Wanda whom tony has under lock and key under the eye of Vision. They get away and Vison joins tony. Eventually they all have a confrontation."", u'After another international incident involving the Avengers, world leaders and political powers move to get the Avengers to be registered in lieu of previous missions that have caused collateral damage. This results in the Avengers having to decide whether to remain free or to be registered. It also results in two factions with one led by Captain America, who believes that heroes should remain free and the other led by Iron Man, who surprisingly begins supporting government regulation and oversight. And all the while, Cap must try and protect his old friend Bucky from both Tony and the schemes of a new villain who emerges with a plan that could shock the world.', u""A possible cure for superheroes deeply divides courageous Captain America and arrogant Tony Stark. Factions of superheroes divides themselves in to Team Captain America and Team Stark. Black Widow and Hawekye must choose sides. Plus, Bucky Barnes is possibly behind the murder of King T'Chaka, a member of one of the factions, and T'Challa his son plans to kill him."", u""After another incident involving the Avengers results in collateral damage, political pressure mounts to install a system of accountability, headed by a governing body to oversee and direct the team. The new status quo fractures the Avengers, resulting in two camps, one led by Steve Rogers and his desire for the Avengers to remain free to defend humanity without government interference, and the other following Tony Stark's surprising decision to support government oversight and accountability."", u""Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.""]","[u""Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.""]",7.9,[u'Captain America: Civil War'],1152.0,401633.0
2.0,27.0,37.0,71.0,4.0,6.0,27.0,8.0,"[u'Drama', u'Mystery', u'Sci-Fi', u'Thriller']",,True,[u'Rated PG-13 for brief strong language'],42.0,"[u'When mysterious spacecraft touch down across the globe, an elite team - led by expert linguist Louise Banks - is brought together to investigate. As mankind teeters on the verge of global war, Banks and the team race against time for answers - and to find them, she will take a chance that could threaten her life, and quite possibly humanity.', u'Linguistics professor Louise Banks leads an elite team of investigators when gigantic spaceships touchdown in 12 locations around the world. As nations teeter on the verge of global war, Banks and her crew must race against time to find a way to communicate with the extraterrestrial visitors. Hoping to unravel the mystery, she takes a chance that could threaten her life and quite possibly all of mankind.', u""This movie is about a linguist with military security clearance using her skills to decipher and communicate with alien beings who have landed all around the planet. Why did they come here? What do they want? Will they destroy us or will mankind continue to be it's own worst enemy?"", u'Aliens have landed on Earth, in 12 different locations. Language professor Louise Banks joins a US army team at one of the locations, in Montana. Her job is to try to learn the aliens\' language and enable communication with them. Through regular meetings with two of the aliens she starts to compile a record of the aliens\' ""language"" - a series of drawn symbols. The important question is - are they friend or foe? Other nations with alien landings are starting to view them as a threat, making it a race against time as war with the aliens could erupt at any moment.', u""Twelve bizarre and mysterious alien craft situate themselves around the world, an expert linguist, Dr. Louise Banks (Amy Adams) is recruited by the military to construct a means of conversing with the aliens to discover whether they arrived with peaceful intentions or threateningly. The nation's of this world always think things that occur unexpectedly have destructive tendencies. Time is non-linear for the aliens, and they have a different means of communication."", u'When twelve mysterious spacecraft appear around the world, linguistics professor Louise Banks is tasked with interpreting the language of the apparent alien visitors.']","[u'When twelve mysterious spacecraft appear around the world, linguistics professor Louise Banks is tasked with interpreting the language of the apparent alien visitors.']",8.0,[u'Arrival'],380.0,313321.0
32.0,15.0,,23.0,2.0,,11.0,13.0,"[u'Animation', u'Comedy', u'Family']",,True,[u'Rated PG for some mild rude humor'],23.0,"[u""A new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator -- a wildly imaginative 7-year-old named Tim. The most unusual Boss Baby (Alec Baldwin) arrives at Tim's home in a taxi, wearing a suit and carrying a briefcase. The instant sibling rivalry must soon be put aside when Tim discovers that Boss Baby is actually a spy on a secret mission, and only he can help thwart a dastardly plot that involves an epic battle between puppies and babies."", u'A suit-wearing briefcase-carrying baby pairs up with his seven-year old brother to stop the dastardly plot of the CEO of Puppy Co.']",[u'A suit-wearing briefcase-carrying baby pairs up with his seven-year old brother to stop the dastardly plot of the CEO of Puppy Co.'],6.4,[u'The Boss Baby'],139.0,5950.0
5.0,26.0,27.0,45.0,4.0,6.0,21.0,5.0,"[u'Action', u'Adventure', u'Fantasy']",,True,"[u'Rated R for strong bloody violence, and some sexuality']",8.0,"[u'The next installment in the blockbuster franchise, UNDERWORLD: BLOOD WARS follows Vampire death dealer, Selene (Kate Beckinsale) as she fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David (Theo James) and his father Thomas (Charles Dance), she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.', u""The war between the Vampires and the Lycans wages on with the Lycans led by Marius are close to defeating the Vampires. He thinks if he can get the hybrid daughter of Vampire Death Dealer Selene, her blood will be the key to defeating the Vampires once and for all. But when they attempt to capture her, they fail and she tells one of them to tell Marius, she doesn't know where her daughter is; her daughter has cut ties with her. At the same time, Semira, Vampire Elder implores Thomas, another elder and father of David, Selene's ally to convince the Council of Elders to give Selene whom they deem a traitor, amnesty so that she could train new Death Dealers to deal with the Lycans. They grant it and send word to Selene who comes and trains the aspiring Death Dealers. It's when she battles one of Semira's people, that he subdues her with a toxin that paralyzes her. Semira then has her man kill the trainees with Selene's weapon. She then reveals she wants Selene for her blood. Eventually David learns of what Semira is doing and tries to get Selene away and takes her way to the only other Vampire stronghold there is. Eventually Marius learns of this and sets out to find Selene and find out for sure if she knows where her daughter is. And it's while they are there at the stronghold that David learns the truth about his lineage."", u""The outcast Selene is hunted down by the Lycans led by the powerful Marius that wants her daughter Eve and by the vampires seeking revenge for the death of Viktor and Marcus. Out of the blue, she is attacked by Lycans but David helps her but is wounded. Meanwhile, the ambitious vampire Semira convinces David's father Thomas to plead to Cassius and the council of their coven to forgive the skilled Selene to train the new Death Dealers. He succeeds, but Selene and David are betrayed by Semira and her lover Vargas and David witnesses Semira killing his father. They have to flee to seek shelter at the Nordic Coven Vador where David learns the truth about his mother. When the sanctuary is invaded by Marius and the Lycans, Selene fights Marius that wants to know Eve's whereabouts. Who will win the fight?"", u'Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.']","[u'Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.']",5.9,[u'Underworld: Blood Wars'],304.0,35236.0
21.0,149.0,118.0,68.0,12.0,48.0,26.0,33.0,"[u'Action', u'Adventure', u'Fantasy', u'Sci-Fi']",,True,"[u'Rated PG-13 for sci-fi violence and action throughout, and an intense crash sequence']",33.0,"[u'Marvel\'s ""Doctor Strange"" follows the story of the talented neurosurgeon Doctor Stephen Strange who, after a tragic car accident, must put ego aside and learn the secrets of a hidden world of mysticism and alternate dimensions. Based in New York City\'s Greenwich Village, Doctor Strange must act as an intermediary between the real world and what lies beyond, utilising a vast array of metaphysical abilities and artifacts to protect the Marvel Cinematic Universe.', u'After a horrible car accident, brilliant neurosurgeon Stephen Strange must find a way and a cure to healing his hands. His quest brings him to Kamar-Taj in Nepal where he studies under the Ancient One, who teaches him the ways of magic and alternate realities. With new skills of interdimensional travel and spells, Strange soon discovers that he must protect the world from a deadly enemy who is out to destroy it.', u""Stephen Strange is a surgeon with a God complex. When he gets in an accident and his hands are injured, he feels as if his life is over. His therapist tells him of a guy he knew who couldn't walk but is now walking again. The therapist tells Strange where he can find the man and he tells Strange he did it with his mind, he went to a place called Kamar-Taj and there he was taught how to use his mind to heal himself. Strange goes there to seek the ones who taught him. He finds them and learns that they use mystic arts and they take Strange in, reluctantly and teach him. Strange learns that a former member is planning something and tries to stop him. But he also learns that his teacher is keeping a secret too."", u'After a car accident robs him of the use of his hands, brilliant but arrogant neurosurgeon Stephen Strange (Benedict Cumberbatch) sets out on a journey to heal his hands, but gets caught up in the teachings of the mystic arts, from the sorcerer supreme, the ancient one (Tilda Swinton) which strange must learn to use if he wants to save the world from a vengeful former student (Mads Mikkelsen) seeking eternal life.', u'In New York, the arrogant Dr. Stephen Strange is a talented neurosurgeon with a huge ego. After a car accident, Dr. Strange damages his fingers and loses control of his hands. The surgeon, Christine Palmer, who was his lover, tries to help him. But Dr. Strange unsuccessfully spends his savings searching for an experimental treatment for his fingers. When Dr. Strange learns that the paraplegic Jonathan Pangborn walked again, he seeks him out and is told he was healed in Kamar-Taj. Dr. Strange travels to Katmandu where he meets the sorcerer Mordo and is introduced to The Ancient One. She discloses the astral plan and other dimensions to him and explains that Earth is protected in the mystical plan by three Sanctums (in New York, London, and Hong Kong). However, her former prot\xe9g\xe9, Kaecilius, has contacted the powerful demon Dormammu in the Dark Dimension and wants to destroy the three Sanctums with his minions to let the Dark Dimension, where time does not exist and anyone can live forever, to rule the world. Will The Ancient One, Dr. Strange and Mordo save the world?', u'While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.']","[u'While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.']",7.6,[u'Doctor Strange'],1093.0,271829.0
1.0,109.0,100.0,75.0,14.0,39.0,47.0,41.0,"[u'Action', u'Adventure', u'Sci-Fi', u'Thriller']",,True,"[u'Rated R for intense sequences of violence throughout, and for disturbing images']",25.0,"[u""An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and almost everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland."", u'In the stark desert wasteland populated by a broken humanity driven with survival and the unending ravage for gasoline, a loner named Max finds himself unwantedly caught in the middle of a chase while aiding the heroine Furiosa, and her female companions, she struggles to return to her homeland and escape the clutches of a ruthless desert gang leader, Immortan Joe. With the harsh desert sands in front of them and marauders behind, only the maddest will prevail the storm.', u'Driven only by the will to survive in the desert wasteland he calls home, Max, a man of action and of few words, aids a new female companion in the search for her homeland while trying to stay one step ahead of a gang of ruthless marauders.', u""The former policeman Max is captured by the War Boys tribe, commanded by the Immortal Joe and assigned to be blood donor for the Wat Boy Nux that is sick. Meanwhile Imperator Furiosa drives a tank truck to collect gasoline for Joe. However her true intention is to flee from the tyrannical Joe with his five women selected to breed hidden in the truck to her homeland. Immortal Joe commands a party to hunt down Furiosa and Max is chained to Nux's car. Furiosa heads the truck into a sand storm but Nux continues to pursue her. After the storm, Max succeeds to escape from the car and brings Nux chained with him. He sees Furiosa and the five wives and decides to flee in their truck; but there is a secret to operate the truck and he teams up with Furiosa, leaving Nux in the desert. When Joe's gang arrives, they retrieve Nux and follow Furiosa. Will Max and the women succeed in escaping from Joe's gang?"", u'Set in a post-apocalyptic future, an evil ruler, Immortal Joe, keeps his subjects under tight rule. Then one of his most trusted lieutenants, Imperator Furiosa, sets out to escape his regime, taking with her all his wives. Along the way she meets Max Rockatansky.', u""Years after the collapse of civilization, the tyrannical Immortan Joe enslaves apocalypse survivors inside the desert fortress the Citadel. When the warrior Imperator Furiosa leads the despot's five wives in a daring escape, she forges an alliance with Max Rockatansky, a loner and former captive. Fortified in the massive, armored truck the War Rig, they try to outrun the ruthless warlord and his henchmen in a deadly high-speed chase through the Wasteland."", u'A woman rebels against a tyrannical ruler in postapocalyptic Australia in search for her home-land with the help of a group of female prisoners, a psychotic worshipper, and a drifter named Max.']","[u'A woman rebels against a tyrannical ruler in postapocalyptic Australia in search for her home-land with the help of a group of female prisoners, a psychotic worshipper, and a drifter named Max.']",8.1,[u'Mad Max: Fury Road'],616.0,623893.0
10.0,210.0,119.0,121.0,8.0,63.0,18.0,47.0,"[u'Action', u'Adventure', u'Sci-Fi']",,True,[u'Rated PG-13 for extended sequences of sci-fi violence and action'],51.0,"[u'All looks lost for the Rebellion against the Empire as they learn of the existence of a new super weapon, the Death Star. Once a possible weakness in its construction is uncovered, the Rebel Alliance must set out on a desperate mission to steal the plans for the Death Star. The future of the entire galaxy now rests upon its success.', u'As the rebellion captures and spreads its influence among people, the Galactic empire builds a super weapon capable of destroying an entire planet. So the rebellion sends a group of rebels to steal plans that hide secrets how to destroy this weapon of mass destruction.', u'The Rebel Alliance makes a risky move to steal the plans for the Death Star, setting up the epic saga to follow.']","[u'The Rebel Alliance makes a risky move to steal the plans for the Death Star, setting up the epic saga to follow.']",8.0,[u'Rogue One'],719.0,293834.0
20.0,48.0,110.0,52.0,7.0,23.0,35.0,13.0,"[u'Action', u'Adventure', u'Comedy', u'Romance', u'Sci-Fi']",,True,"[u'Rated R for strong violence and language throughout, sexual content and graphic nudity']",16.0,"[u'This is the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.', u'Wade Wilson is a small-time mercenary. He meets Vanessa and falls in love. Life is idyllic until one day he is diagnosed with terminal cancer. Things look bleak but a man appears who says he can be cured, through a treatment that gives him superhero powers. After initially turning him down, Wilson agrees, and meets the man behind the project, Ajax. While undergoing the treatment he discovers that it will involve him becoming a mutant, and he will need to undergo several painful tests to discover what his mutant abilities are. Plus, Ajax is a sadist. The treatment results in Wilson getting powers of accelerated healing but also leaves him terribly disfigured. Ajax tries to keep him a prisoner but he escapes. He now has two aims: find Vanessa and make Ajax pay for what he did to him. Killing Ajax may not be as easy it seems, as Ajax is also a mutant and the meddling superhero Colossus and his sidekick Negasonic Teenage Warhead keep getting in the way. Oh, and Wade Wilson is now operating under an alias: Deadpool.', u""Wade Wilson, a soldier turned mercenary whose devoid of emotions meets a woman named Vanessa and he decides to settle down. But when he learns he has cancer, he's worried about dying on her. But a man approaches him and says he can give him a cure and also powers and abilities. he agrees and the man in charge of him is a guy named Francis. Wade has the procedure and he is endowed with healing abilities but is also disfigured. Francis says he can fix his disfigurement but doesn't. Wade gets away from him and tries to go back to Vanessa but doesn't because of how he looks. So he sets out to find Francis by going after everyone who knows him. He makes a suit to hide his disfigurement and adopts the name Deadpool."", u'After a fast-talking mercenary is diagnosed with terminal cancer, he finds the possibility of healing in a scientific experience of a covert organization. Recovered, with accelerated healing factor and an unusual sense of humor, he adopts the alter-ego Deadpool to seek revenge against the man who destroyed his life (and his face).', u""After being diagnosed with terminal cancer on the same day his girlfriend (Monica Baccarin) accepts his marriage proposal, former Special Ops agent Wade Wilson (Ryan Reynolds) is approached by a shady organization offering a cure to his cancer. Wade accepts and meets a psychopath, Ajax, actually Francis Freeman, (Ed Skrein) who injects Wade with a strange serum, supposedly the cure to his cancer. Francis, along with his assistant Angel Dust (Gina Cariano) proceed to put Wade through unbearable torture, leaving him with horrible burn-like scars in his entire body and an accelerated healing factor. But Wade doesn't forget, as he's pissed and wants his face back to normal. Armed with two katanas, pistols, and a red suit and mask, Wade becomes Deadpool, and makes it his mission to hunt Francis down and get revenge."", u'A fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge.']",[u'A fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge.'],8.0,[u'Deadpool'],622.0,614009.0
